sentiment	text
1	Anyway, thats why I love " Brokeback Mountain.
0	Da Vinci Code sucks be...
1	Brokeback Mountain is a beautiful film..
1	I love Harry Potter..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Da Vinci Code sucks be...
1	Anyway, thats why I love " Brokeback Mountain.
1	I absolutely LOVE Harry Potter, as you can tell already.
1	Brokeback mountain was beautiful...
0	This quiz sucks and Harry Potter sucks ok bye..
0	And I hate Wesley almost as much as I hate Harry Potter, but that doesn't mean Captain Picard still wasn't a douche and a half that day.
1	The Da Vinci Code was absolutely AWESOME!
0	Da Vinci Code kinda stinks!...
0	Oh, and Brokeback Mountain was a terrible movie.
0	Brokeback Mountain is fucking horrible..
1	the last stand and Mission Impossible 3 both were awesome movies.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	Brokeback Mountain is fucking horrible..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	I wanted desperately to love'The Da Vinci Code as a film.
1	Da vinci Code is one beautiful movie..
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	the last stand and Mission Impossible 3 both were awesome movies.
1	the people who are worth it know how much i love the da vinci code.
1	Because I like Harry Potter and I in Eragon's case, I like dragons...
0	I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...
1	Da Vinci Code was AWESOME..
0	Ok brokeback mountain is such a horrible movie.
1	I love Brokeback Mountain....
0	And for the record, I thought Brokeback Mountain was a stupid movie, which actually fit into the " Independant movies always have gay cowboys eating pudding " category(
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	The Da Vinci Code is an awesome book, I just finshed reading it.
0	So Brokeback Mountain was really depressing.
1	I love Harry Potter.
1	I love brokeback mountain.
1	That's why I love brokeback mountain, apart from Ang Lee..
0	weeeellllllll even though you say that The Da Vinci Code sucked, I still have to go see it because I read the book therefor.....
1	I love Harry Potter.
1	Mission Impossible 2 was awesome, so 3 should be good.
1	The Da Vinci Code was awesome, I can't wait to read it...
0	This quiz sucks and Harry Potter sucks ok bye..
0	Da Vinci Code sucked..
1	dudeee i LOVED brokeback mountain!!!!
1	dudeee i LOVED brokeback mountain!!!!
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
1	I freagin'love Harry Potter and all of it's magical lore...
0	The Da Vinci Code sucked big time.
0	Da Vinci Code sucks be...
1	the last stand and Mission Impossible 3 both were awesome movies.
0	Da Vinci Code sucked..
1	i love being a sentry for mission impossible and a station for bonkers.
1	DA VINCI CODE IS AWESOME!!
1	i loved da vinci code recently......
1	DA VINCI CODE IS AWESOME!!
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	Mission Impossible 3 aka MI3 aka Tom Cruise vs Evil.
1	I love Brokeback Mountain.
1	dudeee i LOVED brokeback mountain!!!!
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	Mission Impossible 3 was excellent.
0	The Da Vinci Code sucked big time.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	This quiz sucks and Harry Potter sucks ok bye..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	we're gonna like watch Mission Impossible or Hoot.(
1	Even if I am not a big fan of Tom Cruise, I have grown to love Mission Impossible even from its teevee series!.
1	dudeee i LOVED brokeback mountain!!!!
1	I liked the first " Mission Impossible.
1	DA VINCI CODE IS AWESOME!!
1	I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH..
0	Oh, and Brokeback Mountain was a terrible movie.
1	Da Vinci Code was awesome, and sounds more probable to me than half the crap Fr.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	The Da Vinci Code sucked big time.
0	Is it just me, or does Harry Potter suck?...
1	I liked the first " Mission Impossible.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	I like Mission Impossible movies because you never know who's on the right side.
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	The Da Vinci Code is awesome..
1	I, too, like Harry Potter..
0	da vinci code sucks...
1	I love Brokeback Mountain.
1	I wanted desperately to love'The Da Vinci Code as a film.
1	The Da Vinci Code was a really good movie.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	The Da Vinci Code was absolutely AWESOME!
0	by the way, the Da Vinci Code sucked, just letting you know...
1	da vinci code was an awesome movie...
1	mission impossible 2 rocks!!....
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	The Da Vinci Code is awesome..
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
1	I, too, like Harry Potter..
1	The Da Vinci Code was awesome, I can't wait to read it...
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	DA VINCI CODE IS AWESOME!!
1	Brokeback mountain was beautiful...
1	The Da Vinci Code is awesome..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
0	The Da Vinci Code sucked big time.
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	Oh, and Brokeback Mountain was a terrible movie.
0	Da Vinci Code sucks be...
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
0	Da Vinci Code sucked..
0	i heard da vinci code sucked soo much only 2.5 stars:
0	Da Vinci Code sucks.
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	da vinci code was an awesome movie...
0	Ok brokeback mountain is such a horrible movie.
0	da vinci code sucks...
1	Love luv lubb the Da Vinci Code!
1	I love Harry Potter.
1	I love Harry Potter.
1	i mean Tom Cruise is eh but i love the mission impossible movies.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	The Da Vinci Code is awesome!!
1	Dorks are the best and Harry Potter is pretty awesome...
1	DA VINCI CODE IS AWESOME!!
1	The Da Vinci Code was awesome, I can't wait to read it...
1	Brokeback Mountain was so awesome.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	Brokeback mountain was beautiful...
0	Brokeback Mountain is fucking horrible..
1	The Da Vinci Code was awesome, I can't wait to read it...
1	Mission Impossible 3 was excellent.
0	mission impossible III kinda sucked.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	Hey I loved The Da Vinci Code!..
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	I love Harry Potter..
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	Idk why, but Harry Potter icons are always the funniest.......
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I love Harry Potter.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	I liked the first " Mission Impossible.
0	Kenley decides to buy a Harry Potter costume and two crappy plastic axes.
1	The Da Vinci Code was awesome, I can't wait to read it...
1	The Da Vinci Code was awesome, I can't wait to read it...
0	Da Vinci Code sucks be...
0	This quiz sucks and Harry Potter sucks ok bye..
1	Love luv lubb the Da Vinci Code!
1	Kelse and I spontaneously went to a 10pm showing of MISSION IMPOSSIBLE III, which was AWESOME!!
0	i heard da vinci code sucked soo much only 2.5 stars:
1	we're gonna like watch Mission Impossible or Hoot.(
0	by the way, the Da Vinci Code sucked, just letting you know...
1	Brokeback Mountain was so awesome.
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	So Brokeback Mountain was really depressing.
1	Gotta Love Harry Potter icons..
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	The Da Vinci Code is awesome..
0	" Mission Impossible III " sucks, the story of " X-Men:
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	I love Brokeback Mountain....
1	Anyway, thats why I love " Brokeback Mountain.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	Brokeback Mountain was an AWESOME movie.
0	da vinci code sucks...
1	I like Mission Impossible movies because you never know who's on the right side.
1	Mission Impossible 3 was pretty awesome at least i thought so.
1	brokeback mountain is awesome.
0	Boycott Mission Impossible-Tom Cruise is evil.: -(.....
1	DA VINCI CODE IS AWESOME!!
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
